table_id;column_id;label_id;label
6_finance_table;2;52;количество
6_finance_table;3;84;отношение
7_finance_table;0;39;идентификатор
7_finance_table;1;105;продукт
7_finance_table;2;52;количество
7_finance_table;3;84;отношение
5_energy_table;0;141;страна
5_energy_table;1;52;количество
5_energy_table;2;52;количество
5_energy_table;3;84;отношение
5_energy_table;4;52;количество
7_energy_table;0;39;идентификатор
7_energy_table;1;157;устройство
7_energy_table;2;149;тип
7_energy_table;3;138;статус
7_energy_table;4;24;город
7_energy_table;5;52;количество
7_energy_table;6;52;количество
7_energy_table;7;26;дата
7_energy_table;8;26;дата
7_energy_table;9;26;дата
7_energy_table;10;26;дата
